1	1212596
1	24929565
11	95039137
11	95068470
12	6772954
12	6773372
12	6774502
12	6774504
12	6775910
14	95087025
14	95089049
14	95089200
14	95090171
14	95099731
14	95105298
14	95108257
14	95112338
14	95116207
14	95124733
14	95129317
14	95129942
14	95132315
14	95132328
14	95133669
14	95157257
15	73684576
15	73685129
15	73708165
15	73708498
15	73711083
15	73711595
15	73713259
15	90091709
17	7668836
17	7669124
17	7675393
17	7675519
17	7676325
17	7676333
17	7676483
17	76735405
17	76736584
17	76737017
17	76737321
2	25233776
2	25233778
2	25233779
2	25233798
2	25235984
2	25249915
2	25274815
2	25282154
2	25300327
2	32916626
2	66820139
2	197390610
2	197392575
2	197392949
2	197397953
2	197399991
2	197402219
2	197402519
2	203867624
2	203867991
2	203868127
2	203873327
2	203873351
2	203874002
2	208237181
2	208245282
2	208245451
2	208247435
2	208248324
2	241850723
2	241851121
2	241851407
2	241852039
20	32358292
20	32360066
20	32360478
20	32366492
20	32372684
20	32428511
20	32431221
20	32434638
20	32436471
20	32437360
20	32437428
20	32437732
21	34789493
21	34789604
21	34821574
21	34833293
21	34834018
21	34834635
21	34886886
21	34887242
21	34893026
21	35048739
21	35049115
21	35049395
21	35064789
21	35064872
21	35064984
21	35372869
21	35435660
21	35436723
21	35436835
21	35437241
21	35437257
21	35437258
21	35437259
21	35437268
21	35437637
21	35438214
21	35438446
21	35438950
21	35580589
21	35599703
21	35600094
21	35600254
21	35981841
21	35981927
21	35984808
22	43435076
4	105145825
4	105147574
4	105147873
4	105238114
4	105239208
4	105240987
4	105241952
4	105241953
4	105241954
4	105275794
4	105276838
4	105278171
4	105278348
4	105278405
5	31401340
5	31405658
5	31405767
5	31422975
5	31467094
5	31483646
5	31483662
5	31485123
5	31508826
5	31508838
5	31511360
5	31515266
5	31529192
5	31529199
5	31532322
5	67856004
5	67856527
5	67859974
5	67860206
5	67860262
5	67860355
6	7517006
6	7517872
6	45423101
7	47052982
7	66991016
7	66993640
7	66994158
7	72833890
7	72834049
7	72836753
7	72836963
7	148807624
7	148807762
7	148807768
7	148810442
7	148811741
7	148819159
7	148846433
7	148846601
7	148847541
7	148884496
9	5463243
9	5465732
9	5467955
1	1211863
1	1211917
1	1212042
1	1212596
10	94403655
11	95037711
12	6772779
12	6775078
12	6777854
14	95087805
14	95089049
14	95099731
14	95108257
14	95126822
14	95133735
14	95157679
15	73684930
15	73684995
15	73690624
15	90091367
15	90091452
16	67416378
17	7673125
17	7674360
17	7675327
17	82801734
17	82801925
17	82801960
2	25233790
2	25244998
2	66820508
2	190294506
2	197390771
2	197392570
2	197392928
2	197400179
2	197400449
2	197402110
2	197403046
2	197417019
2	197417052
2	203873369
2	208236190
2	208236587
2	208245179
2	208245546
2	208251575
2	208266241
2	241853160
2	241853198
20	32358589
20	32358851
21	34830143
21	34833845
21	35372570
21	35435660
21	35437241
21	35437267
21	35437271
21	35438214
21	35600397
22	43435136
4	105145663
4	105202425
4	105202481
4	105233833
4	105235030
4	105238425
4	105238976
4	105239074
4	105241938
4	105243127
4	105272496
4	105275672
4	105277503
4	105278171
5	31400896
5	31405767
5	31405874
5	31407032
5	31408564
5	31408606
5	31409008
5	31409145
5	31410572
5	31422900
5	31423587
5	31435868
5	31448467
5	31449134
5	31467845
5	31472010
5	31511436
5	31530630
5	31531016
5	31531512
5	67856004
5	67859122
6	7517872
6	32662897
6	32662931
6	32662945
6	32662965
6	32663043
7	66994566
7	72829753
7	72831897
7	72833628
7	148807814
7	148811389
9	5450497
9	5466085
11	95037890
14	95099731
14	95115624
15	73703997
15	90083359
15	90084384
15	90087660
15	90090314
17	7674360
17	7676341
17	76736425
2	25247044
2	25313958
2	66820139
2	66820585
2	95279154
2	197393455
2	197400802
2	197408867
2	197410205
2	197420830
2	203873327
2	203873349
2	208241865
2	208245125
2	208247493
2	208255534
2	241850956
2	241852100
20	32433824
21	34789584
21	34791452
21	34792091
21	34792108
21	34792744
21	34821405
21	35049395
21	35954659
21	35954689
21	35982021
4	105239074
4	105243823
4	105278171
5	31405767
5	31410501
5	31424616
5	31449134
5	31451645
5	31467304
5	31530617
5	67855737
5	67855840
5	67856557
5	67857439
5	67858098
5	67859131
5	67859465
5	67859576
5	67860255
6	7518011
6	45422774
6	45422996
7	66995785
7	148808972
7	148819786
9	5450529
9	5450750
9	5463241
9	5467801
9	5468257
9	5470775
9	118988790
1	1212082
11	95038382
14	95086612
14	95105298
14	95107546
14	95126849
15	90090184
15	90091762
15	90102589
17	7674892
2	25235510
2	25235677
